,SLR_sm_Relative H,SLR_sm_Precipitat,SLR_sm_Wind Speed,SLR_sm_Atmospheri,SLR_sm_Net Radiat,SLR_sm_Wind Direc,SLR_sm_Global Rad,SLR_sm_Temperatur,SLR_sm_traffic,SLR_0-15m,SLR_15-30m,SLR_30-45m,SLR_45-60m,SLR_EURO_3,SLR_EURO_2,SLR_EURO_4,SLR_EURO_5,SLR_EURO_1,SLR_EURO_6,SLR_EURO_7,SLR_VType_4,SLR_VType_3,SLR_VType_1,SLR_VType_2,SLR_FType_1,SLR_FType_2,SLR_FType_4,SLR_FType_5,SLR_FType_3,SLR_DPF_2,SLR_DPF_1,SLR_small_len,SLR_med_len,SLR_weekend,SLR_morning,SLR_mid_day,SLR_evening
242,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
243,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
244,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
245,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
246,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
247,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
248,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
249,Mediocre,Mediocre,Mediocre,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
250,Acceptable,Acceptable,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
251,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
252,Mediocre,Mediocre,Mediocre,Good,Acceptable,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
253,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
254,Acceptable,,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
255,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
256,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
257,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
258,Acceptable,Acceptable,Acceptable,Good,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
259,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre
260,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
261,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
262,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
263,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable
264,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
265,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
266,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
267,Acceptable,Mediocre,,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
268,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
269,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
270,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
271,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
272,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre
273,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
274,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
275,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
276,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
277,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre
278,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
279,Acceptable,Acceptable,,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
280,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
281,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
282,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
283,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
284,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre
285,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Good,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable
286,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
287,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
